point,x,y,date,S2ndvi_fused,VV_fused,VH_fused
19,415808.3047490244,9133460.639262948,2026-05-29,0.3589160895446448,-8.020477409700126,-13.465392240275316
19,415808.3047490244,9133460.639262948,2026-06-10,0.3852223852585114,-8.488883211008769,-12.96023689477941
20,415808.70109873055,9133502.391487842,2025-09-07,0.36550410169323067,-8.477821426906244,-13.500144804577346
20,415808.70109873055,9133502.391487842,2025-09-19,0.3149951525675397,-9.008248835133404,-14.413301690358391
20,415808.70109873055,9133502.391487842,2025-10-01,0.3184354557493862,-8.351138210846404,-13.743978115778521
20,415808.70109873055,9133502.391487842,2025-10-13,0.3317852845188612,-8.14431666585832,-13.870203858572548
20,415808.70109873055,9133502.391487842,2025-10-25,0.33022518653551924,-7.242543884933303,-12.606066564340844
20,415808.70109873055,9133502.391487842,2025-11-06,0.3618487282835827,-7.06052089291948,-11.769969318403133
20,415808.70109873055,9133502.391487842,2025-11-18,0.3485884720058229,-6.795728756772588,-11.719071167465495
20,415808.70109873055,9133502.391487842,2025-11-30,0.3634256599593511,-7.41841593167194,-12.019602773632798
20,415808.70109873055,9133502.391487842,2025-12-12,0.33074217486588753,-7.575739916916017,-12.859272909000218
20,415808.70109873055,9133502.391487842,2025-12-24,0.32444374780180313,-11.198429703444976,-15.87294428623995
20,415808.70109873055,9133502.391487842,2026-01-05,0.23293135982552,-10.874813119778917,-17.179329763034783
20,415808.70109873055,9133502.391487842,2026-01-17,0.2837165604620495,-9.268846318217957,-15.231804346098702
20,415808.70109873055,9133502.391487842,2026-01-29,0.31387870492645986,-9.097222493638434,-14.435922894998324
20,415808.70109873055,9133502.391487842,2026-02-10,0.31956546705382105,-8.961549001342188,-14.203848992211338
20,415808.70109873055,9133502.391487842,2026-02-22,0.3513760767198882,-9.418721885236875,-13.871095959890992
20,415808.70109873055,9133502.391487842,2026-03-06,0.3613800688028433,-10.194376066506193,-14.268077048319174
20,415808.70109873055,9133502.391487842,2026-03-18,0.4132774386177124,-10.168018717908572,-13.866001584282289
20,415808.70109873055,9133502.391487842,2026-03-30,0.29238280761765845,-7.979872338679348,-13.086348566123565
20,415808.70109873055,9133502.391487842,2026-04-11,0.280369547739489,-7.033176753941625,-12.750461602908583
20,415808.70109873055,9133502.391487842,2026-04-23,0.22881642174553732,-9.201041646267264,-15.71106550590723
20,415808.70109873055,9133502.391487842,2026-05-05,0.25729084826680304,-9.390237642626182,-15.906093552352202
20,415808.70109873055,9133502.391487842,2026-05-17,0.29303802742078955,-7.0993831301157755,-14.058288923941687
20,415808.70109873055,9133502.391487842,2026-05-29,0.33593757078036046,-8.73117758885068,-14.487113540905131
20,415808.70109873055,9133502.391487842,2026-06-10,0.36164583351175195,-10.06287613711743,-14.157871664267914
21,415805.76282324025,9133536.276680754,2025-09-07,0.36046308449435543,-9.279511668689953,-14.590699111781854
21,415805.76282324025,9133536.276680754,2025-09-19,0.31346571533428036,-8.800971442191878,-14.615306306853935
21,415805.76282324025,9133536.276680754,2025-10-01,0.3266299289592572,-8.244056902528689,-13.461627422484757
21,415805.76282324025,9133536.276680754,2025-10-13,0.36254255398158514,-8.791817945189749,-13.735097088954161
21,415805.76282324025,9133536.276680754,2025-10-25,0.2903004313241486,-7.224214588112077,-13.286176041606057
21,415805.76282324025,9133536.276680754,2025-11-06,0.30996512128990983,-7.285585724412577,-12.736483719441777
21,415805.76282324025,9133536.276680754,2025-11-18,0.33483518998033024,-7.670184971029528,-12.700777042216707
21,415805.76282324025,9133536.276680754,2025-11-30,0.2977208401372702,-7.83111242452764,-13.84571313143518
21,415805.76282324025,9133536.276680754,2025-12-12,0.3205099170240641,-7.526857157771396,-12.715484674587431
21,415805.76282324025,9133536.276680754,2025-12-24,0.38230282635884394,-12.098063505675086,-16.740792647149597
21,415805.76282324025,9133536.276680754,2026-01-05,0.30226443844782735,-11.182644207712258,-16.586085015835394
21,415805.76282324025,9133536.276680754,2026-01-17,0.34159541532364174,-10.145319649445858,-15.47995228564651
21,415805.76282324025,9133536.276680754,2026-01-29,0.30588222737489196,-7.985144341603092,-13.78648924069623
21,415805.76282324025,9133536.276680754,2026-02-10,0.3488809524912078,-9.582916055960323,-14.50749492749994
21,415805.76282324025,9133536.276680754,2026-02-22,0.3709915222434852,-9.839174213606414,-14.135460546475354
21,415805.76282324025,9133536.276680754,2026-03-06,0.3765281519821589,-9.830986480578272,-13.947233336925066
21,415805.76282324025,9133536.276680754,2026-03-18,0.4188199179488462,-10.24601887716626,-14.21955820741461
21,415805.76282324025,9133536.276680754,2026-03-30,0.33113104990788145,-8.3065113102799,-12.446475132494562
21,415805.76282324025,9133536.276680754,2026-04-11,0.28841082096036647,-6.491160840852775,-11.810769608580053
21,415805.76282324025,9133536.276680754,2026-04-23,0.251983374261656,-7.963340790336945,-14.752114246669002
21,415805.76282324025,9133536.276680754,2026-05-05,0.3261686965257771,-10.142539484151493,-15.970783192240686
21,415805.76282324025,9133536.276680754,2026-05-17,0.26235920219264125,-7.239069601120237,-14.580125000738953
21,415805.76282324025,9133536.276680754,2026-05-29,0.35639035098721433,-9.848908182976714,-15.28539921085469
21,415805.76282324025,9133536.276680754,2026-06-10,0.3088032832158019,-8.718098164074428,-14.655869332660592
22,415784.5109959243,9133550.124215126,2025-09-07,0.3252791545468075,-9.542813512505779,-15.465620028411017
22,415784.5109959243,9133550.124215126,2025-09-19,0.32309110240254885,-9.026505240072034,-14.619335371623729
22,415784.5109959243,9133550.124215126,2025-10-01,0.3286206094317863,-9.320198030303155,-14.611451330515406
22,415784.5109959243,9133550.124215126,2025-10-13,0.3521665685899928,-8.98678411173046,-13.747097873453507
22,415784.5109959243,9133550.124215126,2025-10-25,0.3610091696127205,-7.794030281725272,-12.365453915214324
22,415784.5109959243,9133550.124215126,2025-11-06,0.3259630977983053,-7.951487273181844,-13.17406172895588
22,415784.5109959243,9133550.124215126,2025-11-18,0.35659039833789746,-7.45749511466663,-11.936738851970246
22,415784.5109959243,9133550.124215126,2025-11-30,0.33427070544010423,-7.896556964713057,-12.96327191826831
22,415784.5109959243,9133550.124215126,2025-12-12,0.3315173705079552,-7.051374553763912,-12.09591947506484
22,415784.5109959243,9133550.124215126,2025-12-24,0.3342563349604359,-9.750183286906278,-14.9756573576636
22,415784.5109959243,9133550.124215126,2026-01-05,0.21044511536952598,-10.79249476979757,-17.424595326807445
22,415784.5109959243,9133550.124215126,2026-01-17,0.27402673171895503,-9.966369532084991,-16.306247708215217
22,415784.5109959243,9133550.124215126,2026-01-29,0.2698535183151936,-7.5348872797293485,-13.742791675898575
22,415784.5109959243,9133550.124215126,2026-02-10,0.3675974254015134,-9.162359478895592,-13.730906755366805
22,415784.5109959243,9133550.124215126,2026-02-22,0.39412510315835453,-10.548057260929502,-14.752401928216084
22,415784.5109959243,9133550.124215126,2026-03-06,0.3968503677061703,-9.183699297079965,-13.221794058788086
22,415784.5109959243,9133550.124215126,2026-03-18,0.4460845447859523,-9.920996772300105,-14.268754225480805
22,415784.5109959243,9133550.124215126,2026-03-30,0.32829981695096844,-8.193523046790387,-13.176695078506901
22,415784.5109959243,9133550.124215126,2026-04-11,0.3220998602585307,-7.303114449241103,-12.437657872996878
22,415784.5109959243,9133550.124215126,2026-04-23,0.29095798998554606,-7.5100035646265475,-12.5757872150803
22,415784.5109959243,9133550.124215126,2026-05-05,0.2925279791750886,-9.517501806251076,-15.48235592817704
22,415784.5109959243,9133550.124215126,2026-05-17,0.24093187852370046,-8.202863099810594,-15.040346850404505
22,415784.5109959243,9133550.124215126,2026-05-29,0.344729499976907,-7.983764694838393,-13.682118530159867
22,415784.5109959243,9133550.124215126,2026-06-10,0.34544161620403885,-8.990922563376019,-13.947950894821984
23,415793.22390361695,9133570.249001598,2025-09-07,0.3586206758908161,-9.156600228694534,-14.195545185439588
23,415793.22390361695,9133570.249001598,2025-09-19,0.3709436131755589,-8.97619246818305,-13.717228023614533
23,415793.22390361695,9133570.249001598,2025-10-01,0.3503791710998945,-9.380315816158369,-14.547246914742702
23,415793.22390361695,9133570.249001598,2025-10-13,0.3584348287050075,-8.872004803863756,-13.888529436059024
23,415793.22390361695,9133570.249001598,2025-10-25,0.3616288356033462,-7.231631951781624,-12.245359451208875
23,415793.22390361695,9133570.249001598,2025-11-06,0.3786751059528054,-7.4404259667386015,-12.078614247225907
23,415793.22390361695,9133570.249001598,2025-11-18,0.3482803788957277,-6.573458810476603,-12.130656580528463
23,415793.22390361695,9133570.249001598,2025-11-30,0.3233308506882064,-7.264832893754134,-13.101497956924572
23,415793.22390361695,9133570.249001598,2025-12-12,0.36690204797232195,-7.155959430444365,-12.059320198932195
23,415793.22390361695,9133570.249001598,2025-12-24,0.3503200694306037,-8.83279223251979,-14.023656380229559
23,415793.22390361695,9133570.249001598,2026-01-05,0.2716260641340098,-10.057791584486077,-16.149172878243817
23,415793.22390361695,9133570.249001598,2026-01-17,0.2769899936375887,-10.136989403417877,-16.852204729422326
23,415793.22390361695,9133570.249001598,2026-01-29,0.2805678428236406,-6.370771944943204,-13.164855711095054
23,415793.22390361695,9133570.249001598,2026-02-10,0.3594772504459425,-8.393351557250549,-13.405307569153711
23,415793.22390361695,9133570.249001598,2026-02-22,0.369038527914625,-9.819917780196795,-14.567037466418864
23,415793.22390361695,9133570.249001598,2026-03-06,0.4080876555101224,-9.942590183896742,-13.844153701997381
23,415793.22390361695,9133570.249001598,2026-03-18,0.4752452798606101,-10.687859018302195,-13.905806789890681
23,415793.22390361695,9133570.249001598,2026-03-30,0.35840262302570075,-8.114732329314723,-12.86597701670554
23,415793.22390361695,9133570.249001598,2026-04-11,0.34346017716918803,-6.831576162312774,-12.099885610240037
23,415793.22390361695,9133570.249001598,2026-04-23,0.3451286645551927,-7.1435498011166105,-11.994810737771221
23,415793.22390361695,9133570.249001598,2026-05-05,0.3448463377787584,-9.225720308307976,-14.518136482184865
23,415793.22390361695,9133570.249001598,2026-05-17,0.25670501879175484,-6.703411195190927,-14.219150827963983
23,415793.22390361695,9133570.249001598,2026-05-29,0.330569138891217,-7.582775898531975,-13.806659606051646
