lokasi,region,utm,bujur,lintang,tanggal,fase,sumber
28_Lohbener2,Cirebon,32749,108.32353,-6.40095,4/29/2024,4,Drone (rice field)
21_Sumurgede,Karawang,32748,107.493731,-6.193503,4/27/2024,2,Drone (rice field)
9_Sukamandi,Indramayu,32748,107.641284,-6.355675,4/28/2024,1,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.323417,-6.404732,4/29/2024,4,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.071335,-6.453892,4/29/2024,4,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.361253,-6.292122,4/27/2024,4,Drone (rice field)
18_Lemahmukti,Karawang,32748,107.461101,-6.260227,4/27/2024,2,Drone (rice field)
17_Rawamerta,Karawang,32748,107.342691,-6.217114,4/27/2024,6,Drone (rice field)
21_Sumurgede,Karawang,32748,107.494276,-6.193803,4/27/2024,2,Drone (rice field)
10_Gampolsari,Indramayu,32748,107.60797,-6.362293,4/28/2024,4,Drone (rice field)
9_Sukamandi,Indramayu,32748,107.64012,-6.356104,4/28/2024,1,Drone (rice field)
24_Sindangkerta_indramayu1,Cirebon,32749,108.273635,-6.384731,4/29/2024,4,Drone (rice field)
18_Lemahmukti,Karawang,32748,107.462004,-6.260549,4/27/2024,2,Drone (rice field)
25_Sindangkerta_Indramayu2,Cirebon,32749,108.275941,-6.384422,4/29/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.349542,-6.148899,4/26/2024,3,Drone (50x50)
4_Kutajaya,Karawang,32748,107.348764,-6.148901,4/26/2024,3,Drone (50x50)
4_Kutajaya,Karawang,32748,107.349512,-6.148924,4/26/2024,3,Drone (50x50)
28_Lohbener2,Cirebon,32749,108.324435,-6.402323,4/29/2024,4,Drone (rice field)
22_Sindang-Indramayu,Cirebon,32749,108.305416,-6.32706,4/29/2024,6,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.362374,-6.292106,4/27/2024,4,Drone (50x50)
21_Sumurgede,Karawang,32748,107.494242,-6.194336,4/27/2024,2,Drone (50x50)
11_Mulyasari,Indramayu,32748,107.793606,-6.369039,4/28/2024,6,Drone (rice field)
20_Sindangkerta,Karawang,32748,107.344037,-6.210996,4/27/2024,6,Drone (rice field)
23_Kroya,Cirebon,32749,108.080826,-6.480732,4/29/2024,6,Drone (rice field)
4_Kutajaya,Karawang,32748,107.347695,-6.149556,4/26/2024,3,Drone (50x50)
21_Sumurgede,Karawang,32748,107.494245,-6.194788,4/27/2024,2,Drone (50x50)
24_Sindangkerta_indramayu1,Cirebon,32749,108.272166,-6.384001,4/29/2024,4,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.071239,-6.454829,4/29/2024,4,Drone (rice field)
25_Sindangkerta_Indramayu2,Cirebon,32749,108.275655,-6.384673,4/29/2024,3,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.600149,-6.336161,4/28/2024,6,Drone (rice field)
24_Sindangkerta_indramayu1,Cirebon,32749,108.273187,-6.385186,4/29/2024,4,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.070326,-6.45401,4/29/2024,4,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.361846,-6.292897,4/27/2024,4,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.832947,-6.378763,4/28/2024,4,Drone (rice field)
22_Sindang-Indramayu,Cirebon,32749,108.303642,-6.32697,4/29/2024,6,Drone (rice field)
21_Sumurgede,Karawang,32748,107.494896,-6.194401,4/27/2024,2,Drone (rice field)
25_Sindangkerta_Indramayu2,Cirebon,32749,108.276155,-6.384562,4/29/2024,3,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.361027,-6.29392,4/27/2024,4,Drone (50x50)
21_Sumurgede,Karawang,32748,107.494581,-6.194496,4/27/2024,2,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.831592,-6.378771,4/28/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.347942,-6.149945,4/26/2024,3,Drone (50x50)
8_Ciranggon2,Karawang,32748,107.359674,-6.294378,4/27/2024,4,Drone (50x50)
16_Tambakjati,Indramayu,32748,107.599697,-6.336164,4/28/2024,6,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.07599,-6.45354,4/29/2024,4,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.360128,-6.294828,4/27/2024,4,Drone (50x50)
8_Ciranggon2,Karawang,32748,107.360161,-6.294805,4/27/2024,4,Drone (50x50)
29_Lohbener1,Cirebon,32749,108.323863,-6.403826,4/29/2024,4,Drone (rice field)
25_Sindangkerta_Indramayu2,Cirebon,32749,108.276701,-6.384359,4/29/2024,4,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.362382,-6.293914,4/27/2024,4,Drone (50x50)
17_Rawamerta,Karawang,32748,107.342159,-6.215367,4/27/2024,6,Drone (50x50)
21_Sumurgede,Karawang,32748,107.495453,-6.193055,4/27/2024,2,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.071121,-6.455491,4/29/2024,4,Drone (rice field)
22_Sindang-Indramayu,Cirebon,32749,108.305773,-6.328079,4/29/2024,6,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.360545,-6.294027,4/27/2024,4,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.070569,-6.455401,4/29/2024,4,Drone (rice field)
11_Mulyasari,Indramayu,32748,107.795439,-6.368156,4/28/2024,5,Drone (rice field)
21_Sumurgede,Karawang,32748,107.494694,-6.194334,4/27/2024,2,Drone (50x50)
26_Sukamelang1,Cirebon,32749,108.071189,-6.454347,4/29/2024,4,Drone (rice field)
21_Sumurgede,Karawang,32748,107.495604,-6.194991,4/27/2024,2,Drone (rice field)
10_Gampolsari,Indramayu,32748,107.608679,-6.363489,4/28/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.349148,-6.148882,4/26/2024,3,Drone (50x50)
19_Ciranggon1,Karawang,32748,107.36193,-6.293916,4/27/2024,4,Drone (50x50)
10_Gampolsari,Indramayu,32748,107.608354,-6.363408,4/28/2024,5,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.600566,-6.335854,4/28/2024,6,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.323394,-6.40112,4/29/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.349853,-6.148822,4/26/2024,3,Drone (50x50)
6_Babawangan1,Karawang,32748,107.465829,-6.234697,4/27/2024,2,Drone (50x50)
12_Jatimulya,Indramayu,32748,107.832942,-6.37786,4/28/2024,3,Drone (rice field)
11_Mulyasari,Indramayu,32748,107.792569,-6.368737,4/28/2024,6,Drone (rice field)
11. Mulyasari,Indramayu,32748,107.794554,-6.368002,4/28/2024,5,Drone (rice field)
9_Sukamandi,Indramayu,32748,107.641445,-6.355846,4/28/2024,1,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.069927,-6.454648,4/29/2024,4,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.074717,-6.454486,4/29/2024,4,Drone (rice field)
24_Sindangkerta_indramayu1,Cirebon,32749,108.272284,-6.385191,4/29/2024,4,Drone (rice field)
8. Ciranggon2,Karawang,32748,107.356889,-6.292486,4/27/2024,4,Drone (50x50)
18_Lemahmukti,Karawang,32748,107.46238,-6.259914,4/27/2024,2,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.607942,-6.359167,4/28/2024,4,Drone (rice field)
11_Mulyasari,Indramayu,32748,107.793639,-6.366888,4/28/2024,6,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.324751,-6.401563,4/29/2024,4,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.362376,-6.292558,4/27/2024,4,Drone (50x50)
8_Ciranggon2,Karawang,32748,107.358097,-6.295249,4/27/2024,5,Drone (50x50)
17_Rawamerta,Karawang,32748,107.341919,-6.217256,4/27/2024,1,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.831774,-6.378184,4/28/2024,4,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.324697,-6.401355,4/29/2024,4,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.362455,-6.293809,4/27/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.608624,-6.359343,4/28/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.601288,-6.336196,4/28/2024,6,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.325424,-6.404234,4/29/2024,4,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.325091,-6.401191,4/29/2024,4,Drone (rice field)
22_Sindang-Indramayu,Cirebon,32749,108.30653,-6.32719,4/29/2024,6,Drone (rice field)
18_Lemahmukti,Karawang,32748,107.461823,-6.258355,4/27/2024,2,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599462,-6.338102,4/28/2024,5,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.361025,-6.293468,4/27/2024,4,Drone (50x50)
16_Tambakjati,Indramayu,32748,107.600298,-6.337215,4/28/2024,6,Drone (rice field)
20_Sindangkerta,Karawang,32748,107.34305,-6.212651,4/27/2024,6,Drone (50x50)
22_Sindang-Indramayu,Cirebon,32749,108.303965,-6.327639,4/29/2024,6,Drone (rice field)
18_Lemahmukti,Karawang,32748,107.462083,-6.258498,4/27/2024,2,Drone (rice field)
21_Sumurgede,Karawang,32748,107.493481,-6.193211,4/27/2024,2,Drone (rice field)
11_Mulyasari,Indramayu,32748,107.79292,-6.367354,4/28/2024,6,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599801,-6.33787,4/28/2024,5,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.325593,-6.403925,4/29/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.348192,-6.149809,4/26/2024,3,Drone (50x50)
21_Sumurgede,Karawang,32748,107.494053,-6.193585,4/27/2024,2,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.600766,-6.336229,4/28/2024,6,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.323851,-6.40202,4/29/2024,4,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.324995,-6.40184,4/29/2024,4,Drone (rice field)
11_Mulyasari,Indramayu,32748,107.794053,-6.368133,4/28/2024,6,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.608845,-6.359162,4/28/2024,4,Drone (rice field)
20_Sindangkerta,Karawang,32748,107.343499,-6.212198,4/27/2024,6,Drone (50x50)
18_Lemahmukti,Karawang,32748,107.460841,-6.260169,4/27/2024,2,Drone (rice field)
4_Kutajaya,Karawang,32748,107.347738,-6.149359,4/26/2024,3,Drone (50x50)
12_Jatimulya,Indramayu,32748,107.832487,-6.37741,4/28/2024,4,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.361585,-6.292695,4/27/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.608528,-6.359059,4/28/2024,4,Drone (rice field)
22_Sindang-Indramayu,Cirebon,32749,108.306763,-6.327915,4/29/2024,6,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.601506,-6.336606,4/28/2024,6,Drone (rice field)
22_Sindang-Indramayu,Cirebon,32749,108.306072,-6.327973,4/29/2024,6,Drone (rice field)
17_Rawamerta,Karawang,32748,107.342711,-6.217458,4/27/2024,1,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.608787,-6.359862,4/28/2024,4,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.325205,-6.402011,4/29/2024,4,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.359322,-6.295294,4/27/2024,4,Drone (50x50)
10_Gampolsari,Indramayu,32748,107.609504,-6.362414,4/28/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.349994,-6.148897,4/26/2024,3,Drone (50x50)
19_Ciranggon1,Karawang,32748,107.360575,-6.293922,4/27/2024,4,Drone (50x50)
26_Sukamelang1,Cirebon,32749,108.070002,-6.454641,4/29/2024,4,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.07169,-6.454843,4/29/2024,4,Drone (rice field)
,Indramayu,32748,107.668303,-6.32625,4/28/2024,6,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.360899,-6.292352,4/27/2024,4,Drone (rice field)
11_Mulyasari,Indramayu,32748,107.793012,-6.368396,4/28/2024,6,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599991,-6.335901,4/28/2024,6,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.362425,-6.294038,4/27/2024,4,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.833611,-6.378833,4/28/2024,4,Drone (rice field)
9_Sukamandi,Indramayu,32748,107.641346,-6.355834,4/28/2024,1,Drone (rice field)
10_Gampolsari,Indramayu,32748,107.60918,-6.362515,4/28/2024,4,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.324748,-6.401111,4/29/2024,4,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.324858,-6.401057,4/29/2024,4,Drone (rice field)
22_Sindang-Indramayu,Cirebon,32749,108.304541,-6.327878,4/29/2024,6,Drone (rice field)
21_Sumurgede,Karawang,32748,107.494713,-6.194228,4/27/2024,2,Drone (rice field)
10_Gampolsari,Indramayu,32748,107.607509,-6.362784,4/28/2024,4,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.074392,-6.454022,4/29/2024,3,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.609441,-6.36049,4/28/2024,4,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.069836,-6.454527,4/29/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.600908,-6.337446,4/28/2024,6,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.07085,-6.455689,4/29/2024,4,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.323672,-6.404281,4/29/2024,4,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.07042,-6.454227,4/29/2024,4,Drone (rice field)
11_Mulyasari,Indramayu,32748,107.794509,-6.369034,4/28/2024,6,Drone (rice field)
17_Rawamerta,Karawang,32748,107.342977,-6.217164,4/27/2024,6,Drone (rice field)
9_Sukamandi,Indramayu,32748,107.639736,-6.356117,4/28/2024,1,Drone (rice field)
25_Sindangkerta_Indramayu2,Cirebon,32749,108.275665,-6.384938,4/29/2024,4,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.358002,-6.295407,4/27/2024,5,Drone (50x50)
11. Mulyasari,Indramayu,32748,107.793417,-6.367083,4/28/2024,6,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.832607,-6.379221,4/28/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.347909,-6.150732,4/26/2024,2,Drone (50x50)
,Indramayu,32748,107.603056,-6.233611,4/27/2024,2,Drone (50x50)
19_Ciranggon1,Karawang,32748,107.361819,-6.294035,4/27/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599944,-6.335758,4/28/2024,5,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.83249,-6.377862,4/28/2024,3,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.832477,-6.377868,4/28/2024,3,Drone (rice field)
22_Sindang-Indramayu,Cirebon,32749,108.304868,-6.327633,4/29/2024,6,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.071122,-6.454576,4/29/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.607949,-6.360522,4/28/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.34925,-6.150167,4/26/2024,2,Field Survey
4_Kutajaya,Karawang,32748,107.349099,-6.150709,4/26/2024,2,Drone (50x50)
4_Kutajaya,Karawang,32748,107.348798,-6.15048,4/26/2024,2,Drone (50x50)
16_Tambakjati,Indramayu,32748,107.600609,-6.337966,4/28/2024,6,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.361019,-6.292112,4/27/2024,4,Drone (50x50)
15._Gempolsari2,Indramayu,32748,107.608922,-6.360904,4/28/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.347991,-6.149581,4/26/2024,3,Drone (50x50)
10_Gampolsari,Indramayu,32748,107.609566,-6.362561,4/28/2024,4,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.833126,-6.378201,4/28/2024,3,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.607614,-6.359383,4/28/2024,4,Drone (rice field)
20_Sindangkerta,Karawang,32748,107.343622,-6.21231,4/27/2024,6,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.607497,-6.360524,4/28/2024,4,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.324569,-6.403711,4/29/2024,4,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.075818,-6.453538,4/29/2024,4,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.358323,-6.295288,4/27/2024,4,Drone (50x50)
8_Ciranggon2,Karawang,32748,107.358369,-6.295261,4/27/2024,4,Drone (50x50)
19_Ciranggon1,Karawang,32748,107.361205,-6.293467,4/27/2024,4,Drone (rice field)
10_Gampolsari,Indramayu,32748,107.607958,-6.362329,4/28/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.608945,-6.360554,4/28/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.601163,-6.336638,4/28/2024,6,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.32404,-6.401524,4/29/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599939,-6.337538,4/28/2024,5,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.831395,-6.377808,4/28/2024,4,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.360317,-6.293257,4/27/2024,4,Drone (rice field)
11_Mulyasari,Indramayu,32748,107.794504,-6.36813,4/28/2024,6,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.076003,-6.453089,4/29/2024,4,Drone (rice field)
17_Rawamerta,Karawang,32748,107.342735,-6.216951,4/27/2024,6,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.60885,-6.360066,4/28/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.609452,-6.359626,4/28/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.608104,-6.360734,4/28/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.608534,-6.359671,4/28/2024,4,Drone (rice field)
24_Sindangkerta_indramayu1,Cirebon,32749,108.273638,-6.385183,4/29/2024,4,Drone (rice field)
25_Sindangkerta_Indramayu2,Cirebon,32749,108.276798,-6.385163,4/29/2024,4,Drone (rice field)
20_Sindangkerta,Karawang,32748,107.343498,-6.212012,4/27/2024,6,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.600233,-6.336356,4/28/2024,5,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.833474,-6.378613,4/28/2024,4,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.074067,-6.452851,4/29/2024,6,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.325291,-6.403912,4/29/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.601059,-6.337512,4/28/2024,6,Drone (rice field)
10_Gampolsari,Indramayu,32748,107.608094,-6.36192,4/28/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599249,-6.336785,4/28/2024,6,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.32422,-6.401946,4/29/2024,4,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.358321,-6.294836,4/27/2024,4,Drone (50x50)
10. Gampolsari,Indramayu,32748,107.608078,-6.362814,4/28/2024,2,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.324302,-6.402017,4/29/2024,4,Drone (rice field)
24_Sindangkerta,Cirebon,32749,108.272967,-6.384806,4/29/2024,4,Drone (rice field)
11. Mulyasari,Indramayu,32748,107.792222,-6.370186,4/28/2024,6,Drone (rice field)
22_Sindang-Indramayu,Cirebon,32749,108.303968,-6.328091,4/29/2024,6,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.35757,-6.294579,4/27/2024,4,Drone (50x50)
28_Lohbener2,Cirebon,32749,108.324578,-6.40253,4/29/2024,4,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.831789,-6.3774,4/28/2024,4,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.359165,-6.294956,4/27/2024,4,Drone (50x50)
10_Gampolsari,Indramayu,32748,107.608072,-6.363336,4/28/2024,4,Drone (rice field)
25_Sindangkerta_Indramayu2,Cirebon,32749,108.275559,-6.383709,4/29/2024,4,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.075604,-6.452923,4/29/2024,4,Drone (rice field)
24_Sindangkerta_indramayu1,Cirebon,32749,108.273435,-6.385683,4/29/2024,4,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.359811,-6.29494,4/27/2024,4,Drone (50x50)
26_Sukamelang1,Cirebon,32749,108.071263,-6.454596,4/29/2024,4,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.071097,-6.453886,4/29/2024,4,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.362153,-6.293804,4/27/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599704,-6.337519,4/28/2024,5,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.608811,-6.360802,4/28/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599724,-6.337439,4/28/2024,5,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.600392,-6.335959,4/28/2024,6,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.608469,-6.359884,4/28/2024,4,Drone (rice field)
10_Gampolsari,Indramayu,32748,107.608614,-6.363836,4/28/2024,5,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.070903,-6.454184,4/29/2024,4,Drone (rice field)
17_Rawamerta,Karawang,32748,107.341376,-6.216401,4/27/2024,6,Drone (rice field)
20_Sindangkerta,Karawang,32748,107.34338,-6.211553,4/27/2024,6,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.600156,-6.337517,4/28/2024,5,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.608852,-6.360518,4/28/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.607491,-6.359169,4/28/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.609138,-6.359961,4/28/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.607531,-6.359152,4/28/2024,4,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.075625,-6.454429,4/29/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.34946,-6.15012,4/26/2024,2,Drone (50x50)
12_Jatimulya,Indramayu,32748,107.832043,-6.378768,4/28/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.348742,-6.150341,4/26/2024,2,Drone (50x50)
19_Ciranggon1,Karawang,32748,107.362378,-6.29301,4/27/2024,4,Drone (50x50)
12_Jatimulya,Indramayu,32748,107.83275,-6.377878,4/28/2024,3,Drone (rice field)
23_Kroya,Cirebon,32749,108.081845,-6.479913,4/29/2024,6,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.070802,-6.454776,4/29/2024,4,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.609379,-6.360069,4/28/2024,4,Drone (rice field)
23_Kroya,Cirebon,32749,108.081799,-6.480228,4/29/2024,6,Drone (rice field)
17_Rawamerta,Karawang,32748,107.343064,-6.215815,4/27/2024,6,Drone (50x50)
24_Sindangkerta_indramayu1,Cirebon,32749,108.272733,-6.384737,4/29/2024,4,Drone (rice field)
23_Kroya,Cirebon,32749,108.078961,-6.481326,4/29/2024,6,Drone (rice field)
24_Sindangkerta_indramayu1,Cirebon,32749,108.271843,-6.385007,4/29/2024,4,Drone (rice field)
23_Kroya,Cirebon,32749,108.079585,-6.481466,4/29/2024,6,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.359195,-6.294463,4/27/2024,4,Drone (50x50)
19_Ciranggon1,Karawang,32748,107.361574,-6.293171,4/27/2024,4,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.070914,-6.454097,4/29/2024,4,Drone (rice field)
4_Kutajaya,Karawang,32748,107.350053,-6.14911,4/26/2024,3,Drone (50x50)
12_Jatimulya,Indramayu,32748,107.832944,-6.378311,4/28/2024,3,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.323866,-6.404278,4/29/2024,4,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.075293,-6.452936,4/29/2024,4,Drone (rice field)
17_Rawamerta,Karawang,32748,107.342665,-6.215548,4/27/2024,6,Drone (rice field)
23_Kroya,Cirebon,32749,108.079659,-6.481322,4/29/2024,6,Drone (rice field)
28_Lohbener2,Cirebon,32749,108.324305,-6.402469,4/29/2024,4,Drone (rice field)
24_Sindangkerta_indramayu1,Cirebon,32749,108.272738,-6.38564,4/29/2024,4,Drone (rice field)
24_Sindangkerta_indramayu1,Cirebon,32749,108.273513,-6.385075,4/29/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599291,-6.337226,4/28/2024,5,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.832036,-6.377413,4/28/2024,4,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599711,-6.336964,4/28/2024,6,Drone (rice field)
17_Rawamerta,Karawang,32748,107.342244,-6.217255,4/27/2024,6,Drone (rice field)
11_Mulyasari,Indramayu,32748,107.794939,-6.368878,4/28/2024,6,Drone (rice field)
22_Sindang-Indramayu,Cirebon,32749,108.303836,-6.327829,4/29/2024,6,Drone (rice field)
15._Gempolsari2,Indramayu,32748,107.607747,-6.360029,4/28/2024,4,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.320406,-6.402956,4/29/2024,4,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.323319,-6.404496,4/29/2024,4,Drone (rice field)
24_Sindangkerta_indramayu1,Cirebon,32749,108.273516,-6.384913,4/29/2024,4,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.357891,-6.294038,4/27/2024,4,Drone (50x50)
19_Ciranggon1,Karawang,32748,107.361244,-6.292562,4/27/2024,4,Drone (rice field)
19_Ciranggon1,Karawang,32748,107.361834,-6.293786,4/27/2024,4,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.325223,-6.404721,4/29/2024,4,Drone (rice field)
23_Kroya,Cirebon,32749,108.080879,-6.480454,4/29/2024,6,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599212,-6.338088,4/28/2024,5,Drone (rice field)
16_Tambakjati,Indramayu,32748,107.599915,-6.33649,4/28/2024,6,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.323461,-6.404456,4/29/2024,3,Drone (rice field)
4_Kutajaya,Karawang,32748,107.348811,-6.150073,4/26/2024,2,Drone (50x50)
10_Gampolsari,Indramayu,32748,107.608864,-6.362777,4/28/2024,4,Drone (rice field)
24_Sindangkerta_indramayu1,Cirebon,32749,108.273441,-6.385342,4/29/2024,4,Drone (rice field)
11_Mulyasari,Indramayu,32748,107.79259,-6.368504,4/28/2024,6,Drone (rice field)
26_Sukamelang1,Cirebon,32749,108.070996,-6.455598,4/29/2024,4,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.074045,-6.453,4/29/2024,6,Drone (rice field)
8_Ciranggon2,Karawang,32748,107.358204,-6.295004,4/27/2024,4,Drone (50x50)
17_Rawamerta,Karawang,32748,107.342059,-6.217287,4/27/2024,1,Drone (rice field)
27_Sukamelang2,Cirebon,32749,108.076012,-6.452851,4/29/2024,4,Drone (rice field)
12_Jatimulya,Indramayu,32748,107.831587,-6.377867,4/28/2024,4,Drone (rice field)
20_Sindangkerta,Karawang,32748,107.344175,-6.212321,4/27/2024,6,Drone (rice field)
29_Lohbener1,Cirebon,32749,108.323772,-6.404948,4/29/2024,4,Drone (rice field)
